time_period,population,location_name,rainfall,mean_temperature,mean_relative_humidity,parent,location
2010-08,586946,Champasak,12.887856426159486,24.911092187975235,90.47200481473132,-,LA-CH
2009-09,97424,Houaphan,7.145485472459251,22.11134335645464,85.24629603356823,-,LA-HO
2009-10,97424,Houaphan,2.7834484700380377,20.614659147605185,86.57735819617578,-,LA-HO
2009-11,97424,Houaphan,0.2578231223017975,16.326297437438665,72.47866992831761,-,LA-HO
2009-12,97424,Houaphan,0.3375325995745724,15.443108922016586,76.46101877532402,-,LA-HO
2010-01,97424,Houaphan,3.030355758581967,15.452592313730156,83.21134207485052,-,LA-HO
2010-02,97424,Houaphan,0.2867820871174878,18.14544292755499,67.84807182974154,-,LA-HO
2010-03,97424,Houaphan,0.9343171303286028,19.93210165755763,65.93076732725278,-,LA-HO
2010-04,97424,Houaphan,3.255418301220849,22.33954899412249,76.4564789440883,-,LA-HO
2010-05,97424,Houaphan,6.140351391031799,24.17216035942882,82.603271936184,-,LA-HO
2010-06,97424,Houaphan,4.355977069315005,24.071474317547978,82.08038290811479,-,LA-HO
2010-07,97424,Houaphan,7.709599680170605,23.718604433505813,83.94683434811513,-,LA-HO
2010-08,97424,Houaphan,14.369280596823108,22.02695713707609,91.09927201737138,-,LA-HO
2009-09,325633,Khammouane,11.279342259748068,24.33612892505618,88.30772803140889,-,LA-KH
2009-10,325633,Khammouane,3.0559389566570925,23.6014202970785,81.16680195031967,-,LA-KH
2009-11,325633,Khammouane,0.7787696345646069,20.453156603997343,72.90519287273072,-,LA-KH
2009-12,325633,Khammouane,0.4461325277093232,19.79147315633668,72.94007294153462,-,LA-KH
2010-01,325633,Khammouane,1.0443815444264233,19.668330383173224,76.68255187799738,-,LA-KH
2010-02,325633,Khammouane,1.2449472025122026,22.74720980496446,71.22724152752474,-,LA-KH
2010-03,325633,Khammouane,0.405206289717594,23.99404577633725,63.61458099918011,-,LA-KH
2010-04,325633,Khammouane,1.7040296608111614,26.44701116023406,70.50987548212086,-,LA-KH
2010-05,325633,Khammouane,7.486268125078666,26.498776429458243,82.47398418183629,-,LA-KH
2010-06,325633,Khammouane,8.135938871348053,25.705514444174376,86.49082020427414,-,LA-KH
2010-07,325633,Khammouane,12.275680524309074,25.264772879831213,86.82435468680373,-,LA-KH
2010-08,325633,Khammouane,17.0227553483944,24.04852083404055,91.25696305809794,-,LA-KH
2009-09,118364,Luang Namtha,7.435844800646873,23.01078393952219,86.99914178532981,-,LA-LM
2009-10,118364,Luang Namtha,3.123867507516828,22.35041235851177,86.29330455511834,-,LA-LM
2009-11,118364,Luang Namtha,0.2519107504448242,19.28093513496537,69.27966953825842,-,LA-LM
2009-12,118364,Luang Namtha,0.340183990010637,17.774524871821683,71.10275714790185,-,LA-LM
2010-01,118364,Luang Namtha,1.3737080311137742,18.54984866103167,69.99575012328822,-,LA-LM
2010-02,118364,Luang Namtha,0.8405245648031114,20.58352124403244,53.35130035681706,-,LA-LM
2010-03,118364,Luang Namtha,1.015655566962986,22.748816128718893,54.82854887885034,-,LA-LM
2010-04,118364,Luang Namtha,3.7605898376568314,25.72249926764465,57.45425305349648,-,LA-LM
2010-05,118364,Luang Namtha,3.2580946143688494,26.04076595364223,71.24574582873936,-,LA-LM
2010-06,118364,Luang Namtha,7.345472972910116,24.84381369449515,79.39077262039862,-,LA-LM
2010-07,118364,Luang Namtha,11.653242798432093,23.788734333762285,85.45996945444985,-,LA-LM
2010-08,118364,Luang Namtha,11.620713740505224,23.177166612721507,88.64861650320226,-,LA-LM
2009-09,231328,Luang Prabang,6.350335672900786,23.186984140954973,87.04524873082289,-,LA-LP
2009-10,231328,Luang Prabang,2.529987990466702,22.22669283779835,86.56065209987749,-,LA-LP
2009-11,231328,Luang Prabang,0.2239326910972694,19.167823220580875,68.37737786551016,-,LA-LP
2009-12,231328,Luang Prabang,0.2199943783996915,17.71374170205868,72.72052202575861,-,LA-LP
2010-01,231328,Luang Prabang,1.5917851304747834,18.14472600853615,78.39339283159791,-,LA-LP
2010-02,231328,Luang Prabang,0.221146847603521,20.884488070463043,60.45526609188256,-,LA-LP
2010-03,231328,Luang Prabang,0.7589660294260265,22.478711038620187,60.73632833798763,-,LA-LP
2010-04,231328,Luang Prabang,2.9007725333479386,25.387063831653588,63.95245488040284,-,LA-LP
2010-05,231328,Luang Prabang,3.8943685139364255,25.50517299544594,77.58345788539555,-,LA-LP
2010-06,231328,Luang Prabang,4.72084422847947,25.030860262370048,80.00564557733685,-,LA-LP
2010-07,231328,Luang Prabang,9.131786705776896,24.208566463009664,83.90543373010885,-,LA-LP
2010-08,231328,Luang Prabang,10.692002910357376,23.219199421282763,89.51552604425436,-,LA-LP
2009-09,195084,Oudomxay,6.7597016308004125,23.210619796378086,87.30715103071175,-,LA-OU
2009-10,195084,Oudomxay,2.6461345592317302,22.444416302672263,86.77311762584885,-,LA-OU
2009-11,195084,Oudomxay,0.2378566806630888,19.553825407702057,67.45401232773074,-,LA-OU
2009-12,195084,Oudomxay,0.2515480981581087,18.152841988985315,71.43746078533017,-,LA-OU
2010-01,195084,Oudomxay,0.8545160948948889,18.711094337370863,73.34265222534121,-,LA-OU
2010-02,195084,Oudomxay,0.439894942814587,21.382492882586828,53.13838955419373,-,LA-OU
2010-03,195084,Oudomxay,0.7907162229146625,23.03515392044581,56.47544752965192,-,LA-OU
2010-04,195084,Oudomxay,3.4161716377537776,26.09375102576854,57.91829879968558,-,LA-OU
2010-05,195084,Oudomxay,3.507853521156862,26.15966009543733,72.89804159884265,-,LA-OU
2010-06,195084,Oudomxay,5.715040683742994,25.258720807423337,77.91284576448695,-,LA-OU
2010-07,195084,Oudomxay,10.807174341123012,24.20656333291984,83.51462773344142,-,LA-OU
2010-08,195084,Oudomxay,11.61894589400962,23.29241266728906,89.00812988376586,-,LA-OU
2009-09,40280,Phongsaly,6.007051192375452,22.82006409782346,86.4980286197049,-,LA-PH
2009-10,40280,Phongsaly,3.2563573206188665,21.738821251510245,86.4727793564912,-,LA-PH
2009-11,40280,Phongsaly,0.4129534171733593,17.961768034150356,69.99963110879479,-,LA-PH
2009-12,40280,Phongsaly,0.3731507303395067,16.351294432235285,73.3073550732391,-,LA-PH
2010-01,40280,Phongsaly,0.8877309306238447,16.68376601179602,74.89577877903929,-,LA-PH
2010-02,40280,Phongsaly,1.1408581291969662,18.89398808935862,57.1243043640207,-,LA-PH
2010-03,40280,Phongsaly,1.2503650695979114,21.16183079576509,59.3443740306231,-,LA-PH
2010-04,40280,Phongsaly,5.574833509241475,23.85775655764768,65.36922483050861,-,LA-PH
2010-05,40280,Phongsaly,7.160770147291174,24.82925843327252,78.72974680253601,-,LA-PH
2010-06,40280,Phongsaly,9.488315114306912,23.908320643177635,85.29842490692819,-,LA-PH
2010-07,40280,Phongsaly,13.576634745973822,23.5504066842851,87.28586861227755,-,LA-PH
2010-08,40280,Phongsaly,8.961708314675267,23.252709692639797,87.70041910911694,-,LA-PH
2009-09,289512,Salavan,17.968122398871998,24.05628114324305,90.95435345869464,-,LA-SL
2009-10,289512,Salavan,5.602172458745664,23.89422087136169,85.5664843778553,-,LA-SL
2009-11,289512,Salavan,1.9376966454094111,22.367008565022083,77.49222378891518,-,LA-SL
2009-12,289512,Salavan,0.5061459560249152,22.41379342701285,69.5916539607391,-,LA-SL
2010-01,289512,Salavan,1.0307101581527518,22.71848122793101,70.24922067099675,-,LA-SL
2010-02,289512,Salavan,0.8737880858834642,25.213268242846564,66.7923152332312,-,LA-SL
2010-03,289512,Salavan,0.5772333235228418,26.00953261979142,59.551445898477645,-,LA-SL
2010-04,289512,Salavan,3.5671565037566686,27.415232947132125,71.30580905488242,-,LA-SL
2010-05,289512,Salavan,5.276193698485394,27.11487282088608,79.65178148063903,-,LA-SL
2010-06,289512,Salavan,5.895884853135178,26.36206371036945,82.74200662491121,-,LA-SL
2010-07,289512,Salavan,7.859350639988558,25.642900458862584,83.96595116591446,-,LA-SL
2010-08,289512,Salavan,10.92096789019982,24.37451805165398,89.61273589399669,-,LA-SL
2009-09,719887,Savannakhet,13.815641687511295,25.112179791419983,89.22539950896676,-,LA-SV
2009-10,719887,Savannakhet,3.3068716891121723,24.67939221205699,81.1803772594287,-,LA-SV
2009-11,719887,Savannakhet,0.7079576690207238,22.58676254041171,73.73313776346365,-,LA-SV
2009-12,719887,Savannakhet,0.2158803237903813,22.295523292318727,70.07861711585343,-,LA-SV
2010-01,719887,Savannakhet,0.588043878141657,22.33819318239576,71.22619929699778,-,LA-SV
2010-02,719887,Savannakhet,0.9037003557666958,25.190810530077275,67.95103093900498,-,LA-SV
2010-03,719887,Savannakhet,0.2323861270733553,26.15249161072427,59.32266212368868,-,LA-SV
2010-04,719887,Savannakhet,1.8188941415217508,28.29673601866658,66.97550661075597,-,LA-SV
2010-05,719887,Savannakhet,5.962455462384812,27.920583125115822,79.08409992464601,-,LA-SV
2010-06,719887,Savannakhet,7.115797576466556,26.99556447807982,83.65090121291874,-,LA-SV
2010-07,719887,Savannakhet,7.583576710304768,26.520724426382905,83.13503173456758,-,LA-SV
2010-08,719887,Savannakhet,14.36522589983785,25.016978337392626,90.1373365135535,-,LA-SV
2009-09,348542,Vientiane,7.946298652020728,24.747071459905783,86.71912088563197,-,LA-VI
2009-10,348542,Vientiane,4.500158527797871,24.02172822874149,87.20912053868882,-,LA-VI
2009-11,348542,Vientiane,0.3369154668473036,21.71823425125758,72.61133865176132,-,LA-VI
2009-12,348542,Vientiane,0.1890904953713841,20.564173983722515,70.71386024228798,-,LA-VI
2010-01,348542,Vientiane,3.783555166454965,20.880715910113803,78.4241855083766,-,LA-VI
2010-02,348542,Vientiane,0.1939499976742472,23.512318735673524,63.67024637135184,-,LA-VI
2010-03,348542,Vientiane,0.4882530010058033,25.610603309331456,56.927486724534106,-,LA-VI
2010-04,348542,Vientiane,2.92796311657916,28.00583976752608,60.81971681408745,-,LA-VI
2010-05,348542,Vientiane,8.856932688956984,26.73496531592925,80.4313547541108,-,LA-VI
2010-06,348542,Vientiane,9.060520354264783,25.82271563611881,84.47556139384517,-,LA-VI
2010-07,348542,Vientiane,14.175835365762977,24.940427544512417,88.14787463710422,-,LA-VI
2010-08,348542,Vientiane,21.6070975194267,23.987173324815046,91.89399236757632,-,LA-VI
2009-09,960194,Vientiane Capital,8.291718378550891,26.554640376531584,84.90966895706272,-,LA-VT
2009-10,960194,Vientiane Capital,3.25273189199558,26.084214166636787,83.14458097420665,-,LA-VT
2009-11,960194,Vientiane Capital,0.1064549064705241,23.39911445350322,65.78042032604516,-,LA-VT
2009-12,960194,Vientiane Capital,0.1584689850418961,22.31725045420084,66.30402763810842,-,LA-VT
2010-01,960194,Vientiane Capital,3.3056816308513084,22.426743422743904,74.32238661160348,-,LA-VT
2010-02,960194,Vientiane Capital,0.1579998878472682,25.533623162517507,61.82445899901956,-,LA-VT
2010-03,960194,Vientiane Capital,0.1517193834029757,27.44722857551066,52.36307065116109,-,LA-VT
2010-04,960194,Vientiane Capital,2.196852810847331,29.832376282945127,58.5811178625822,-,LA-VT
2010-05,960194,Vientiane Capital,7.790876944690681,28.58078158684826,78.0118293284612,-,LA-VT
2010-06,960194,Vientiane Capital,10.152310603704416,27.4900248974402,82.95150097620702,-,LA-VT
2010-07,960194,Vientiane Capital,13.78154307076364,26.65875342396413,87.02268765924423,-,LA-VT
2010-08,960194,Vientiane Capital,18.62019045542893,25.64329499079737,90.3063283842795,-,LA-VT
2009-09,265717,Xaignabouli,8.34198995901875,24.124513296207876,86.47334942670726,-,LA-XA
2009-10,265717,Xaignabouli,3.839195198502812,23.429778067525557,86.59348134496291,-,LA-XA
2009-11,265717,Xaignabouli,0.282380649997652,21.142131272349257,70.45319486900615,-,LA-XA
2009-12,265717,Xaignabouli,0.1859492288700586,20.064188461265942,69.39671051858994,-,LA-XA
2010-01,265717,Xaignabouli,1.933373747902677,20.624870067767432,74.62867929192088,-,LA-XA
2010-02,265717,Xaignabouli,0.180023436590698,23.386246687931138,55.58543500604911,-,LA-XA
2010-03,265717,Xaignabouli,0.8293491196288489,25.06571861335211,54.82931104325976,-,LA-XA
2010-04,265717,Xaignabouli,2.9622541955726183,27.656949345812244,56.48251957721645,-,LA-XA
2010-05,265717,Xaignabouli,5.794152872048052,26.638500740012063,76.21833342867171,-,LA-XA
2010-06,265717,Xaignabouli,7.28182242362257,25.717483012650007,80.16590373521277,-,LA-XA
2010-07,265717,Xaignabouli,11.0782517796449,24.60899080229832,85.81091887058321,-,LA-XA
2010-08,265717,Xaignabouli,16.600364658562157,23.60921164416699,90.20862423011276,-,LA-XA
2009-09,86599,Xekong,23.251700427126572,21.681321536732547,91.06982798557034,-,LA-XE
2009-10,86599,Xekong,6.189263762457181,21.327454842185965,87.2875682152918,-,LA-XE
2009-11,86599,Xekong,4.039886204547574,19.77790717692046,83.56277320804057,-,LA-XE
2009-12,86599,Xekong,1.242527421326456,19.550493787750497,76.86993103538444,-,LA-XE
2010-01,86599,Xekong,1.7766515779396486,19.92515894533572,77.02240523220406,-,LA-XE
2010-02,86599,Xekong,1.4195885425976646,22.29968769395852,71.83098971585706,-,LA-XE
2010-03,86599,Xekong,1.3372717339980371,22.968224067550956,65.76027923262158,-,LA-XE
2010-04,86599,Xekong,6.302701789707739,23.912152645867582,79.59468434984407,-,LA-XE
2010-05,86599,Xekong,6.692528099085878,24.061985600058115,84.10328847237616,-,LA-XE
2010-06,86599,Xekong,6.081232519438987,23.74577681841544,84.77753182618794,-,LA-XE
2010-07,86599,Xekong,8.637681346193993,22.974736612440267,86.20113462068248,-,LA-XE
2010-08,86599,Xekong,10.472084595495073,22.086542017182182,89.64816064763934,-,LA-XE
2009-09,148858,Xiangkhouang,6.212937376876619,21.429124341704927,86.19868948799008,-,LA-XI
2009-10,148858,Xiangkhouang,2.097514112364035,20.42435890440913,85.55552450826191,-,LA-XI
2009-11,148858,Xiangkhouang,0.2626840883263546,17.17360773069178,70.5339610771188,-,LA-XI
2009-12,148858,Xiangkhouang,0.2676447901664125,16.12024941882987,73.27259825812453,-,LA-XI
2010-01,148858,Xiangkhouang,4.044851228908642,16.15994255127387,82.21489342969812,-,LA-XI
2010-02,148858,Xiangkhouang,0.3670516473930034,18.511440270162005,70.59957965256838,-,LA-XI
2010-03,148858,Xiangkhouang,0.9958375240084278,19.97851356888195,67.92369481656368,-,LA-XI
2010-04,148858,Xiangkhouang,3.296361431826873,22.42437263739699,76.16070142826426,-,LA-XI
2010-05,148858,Xiangkhouang,6.439042269735443,23.06515882495789,85.38665764259167,-,LA-XI
2010-06,148858,Xiangkhouang,5.033442811881489,22.94699757637957,84.81894769970708,-,LA-XI
2010-07,148858,Xiangkhouang,7.377206078196895,22.46239074607432,86.19919518940566,-,LA-XI
2010-08,148858,Xiangkhouang,13.47513606279795,21.35637652073018,91.13491944087896,-,LA-XI
2009-09,53171,Xaisomboun,8.593134541710272,22.75342085296316,87.59232575483006,-,LA-XN
2009-10,53171,Xaisomboun,4.276954089260785,22.1645757824153,86.45712855639943,-,LA-XN
2009-11,53171,Xaisomboun,0.4308373556266926,19.73529418928047,72.2748861278124,-,LA-XN
2009-12,53171,Xaisomboun,0.3142918485241651,18.565675378892116,71.66151905277917,-,LA-XN
2010-01,53171,Xaisomboun,5.203683574493111,18.68293156956948,81.21022101705869,-,LA-XN
2010-02,53171,Xaisomboun,0.5228862543981917,20.89258820825525,70.89186835609821,-,LA-XN
2010-03,53171,Xaisomboun,0.9514968027517144,22.59160662873116,66.81203033826868,-,LA-XN
2010-04,53171,Xaisomboun,3.986238718700581,24.58272808245142,74.37934327254395,-,LA-XN
2010-05,53171,Xaisomboun,11.256447059002207,24.17197831902853,86.67774749909799,-,LA-XN
2010-06,53171,Xaisomboun,10.822962494286347,23.61110114272724,88.36561807651574,-,LA-XN
2010-07,53171,Xaisomboun,14.686004043189026,22.9545740344872,90.33658418915115,-,LA-XN
2010-08,53171,Xaisomboun,19.64066354353321,22.148176836759696,93.30615023099593,-,LA-XN
